Type,Country,State,Activity,Sex,Age,Fatal Y/N,Month,Year,Species,Body Part
Unprovoked,United States,Hawaii,Surfing,M,28,No,April,2012,Tiger Shark,Leg / Foot
Unprovoked,United States,Florida,Unknown,M,,No,April,2012,Caribbean Reef Shark,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Diving,M,33,Yes,March,2012,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,21,No,March,2012,Unknown,Leg / Foot
Watercraft,Australia,Western Australia,Fishing,,,No,March,2012,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Queensland,Surfing,M,20,No,March,2012,Bull Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,61,No,March,2012,Bull Shark,Arm
Unprovoked,United States,Florida,Surfing,F,15,No,March,2012,Oceanic Whitetip Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,17,No,March,2012,Oceanic Whitetip Shark,Leg / Foot
Unprovoked,New Zealand,North Island,Surfing,M,,No,March,2012,Unknown,Leg / Foot
Provoked,Australia,Victoria,Diving,F,34,No,March,2012,Nurse Shark,Head / Neck
Unprovoked,Réunion,Saint-Benoit,Surfing,M,31,No,March,2012,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,19,No,March,2012,Great White Shark,Leg / Foot
Unconfirmed,Saudi Arabia,Tabuk Province,Surfing,M,42,Unknown,March,2012,Unknown,Unspecified / Multiple
Provoked,Chile,Antofagasta Province,Fishing,M,,No,March,2012,Unknown,Hand / Fingers
Provoked,United States,Florida,Surfing,M,,No,February,2012,Spinner Shark,Leg / Foot
Unprovoked,Australia,New South Wales,Fishing,M,,No,February,2012,Nurse Shark,Leg / Foot
Watercraft,South Africa,Western Cape Province,Fishing,,,No,February,2012,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Queensland,Surfing,M,29,No,February,2012,Unknown,Unspecified / Multiple
Unprovoked,United States,Hawaii,Diving,,,No,January,2012,Oceanic Whitetip Shark,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Diving,M,26,No,January,2012,Tiger Shark,Arm
Unprovoked,Bahamas,,Diving,M,,No,January,2012,Tiger Shark,Unspecified / Multiple
Provoked,"Taiwan, Province of China",Taitung,Fishing,M,24,No,January,2012,Blue Shark,Leg / Foot
Unprovoked,Australia,New South Wales,Surfing,M,44,No,January,2012,Great White Shark,Leg / Foot
Unprovoked,South Africa,Eastern Cape Province,Swimming,M,25,Yes,January,2012,Bull Shark,Unspecified / Multiple
Unprovoked,United States,Oregon,Surfing,M,53,No,January,2012,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Surfing,M,28,No,January,2012,Great White Shark,Arm
Unprovoked,Australia,Queensland,Fishing,M,34,No,January,2012,Tiger Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Unknown,M,,No,December,2011,Unknown,Hand / Fingers
Unconfirmed,Antigua and Barbuda,St John's,Swimming,M,,Unknown,December,2011,Unknown,Arm
Unprovoked,Ecuador,Santa Elena,Surfing,M,23,No,December,2011,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,27,No,December,2011,Unknown,Unspecified / Multiple
Provoked,United States,Hawaii,Boating,M,,No,December,2011,Oceanic Whitetip Shark,Unspecified / Multiple
Watercraft,South Africa,Eastern Cape Province,Fishing,M,35,No,December,2011,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Surfing,M,51,No,December,2011,Great White Shark,Leg / Foot
Unconfirmed,South Africa,KwaZulu-Natal,Surfing,M,,Unknown,December,2011,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Surfing,M,14,No,December,2011,Wobbegong Shark,Leg / Foot
Unprovoked,United States,Oregon,Surfing,F,,No,December,2011,Unknown,Leg / Foot
Unconfirmed,Australia,Queensland,Fishing,,,Unknown,December,2011,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Surfing,M,63,No,December,2011,Unknown,Shoulder
Unprovoked,Indonesia,Bali,Surfing,M,18,No,November,2011,Unknown,Hand / Fingers
Unprovoked,Australia,Queensland,Swimming,M,10,No,November,2011,Wobbegong Shark,Leg / Foot
Watercraft,United States,California,Boating,M,,No,November,2011,Great White Shark,Unspecified / Multiple
Unprovoked,Papua New Guinea,East New Britain,Diving,M,,No,November,2011,Unknown,Unspecified / Multiple
Unprovoked,Brazil,Pernambuco,Surfing,M,35,No,November,2011,Unknown,Leg / Foot
Unprovoked,Réunion,Bois-Blanc,Diving,M,42,No,November,2011,Unknown,Leg / Foot
Unprovoked,United States,California,Surfing,M,27,No,October,2011,Great White Shark,Arm
Unprovoked,Poland,Moray,Surfing,M,26,No,October,2011,Bull Shark,Leg / Foot
Provoked,South Africa,KwaZulu-Natal,Diving,,,No,October,2011,Tiger Shark,Arm
Unprovoked,Australia,Western Australia,Diving,M,32,Yes,October,2011,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Oregon,Surfing,M,41,No,October,2011,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Victoria,Diving,M,50,No,October,2011,Tiger Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,,No,October,2011,Great White Shark,Leg / Foot
Unprovoked,United States,Oregon,Surfing,M,,No,October,2011,Bull Shark,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Swimming,M,64,Yes,October,2011,Unknown,Unspecified / Multiple
Watercraft,Réunion,,Boating,M,51,No,October,2011,Bull Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Fishing,M,,No,October,2011,Unknown,Leg / Foot
Unprovoked,United States,Alabama,Unknown,M,29,No,October,2011,Unknown,Arm
Unconfirmed,United States,Puerto Rico,Surfing,M,27,Unknown,September,2011,Tiger Shark,Leg / Foot
Provoked,Dominican Republic,Samaná Province,Fishing,M,48,No,September,2011,Unknown,Arm
Unprovoked,South Africa,Western Cape Province,Swimming,M,43,No,September,2011,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Fishing,M,21,No,September,2011,Bull Shark,Leg / Foot
Unprovoked,United States,South Carolina,Other,M,5,No,September,2011,Unknown,Leg / Foot
Watercraft,United States,Hawaii,Boating,M,,No,September,2011,Unknown,Unspecified / Multiple
Unprovoked,Réunion,Saint-Gilles,Surfing,M,38,Yes,September,2011,Unknown,Unspecified / Multiple
Unprovoked,Kenya,Coast Province,Swimming,M,17,Yes,September,2011,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,25,No,September,2011,Oceanic Whitetip Shark,Arm
Unprovoked,United States,California,Surfing,M,37,No,September,2011,Unknown,Unspecified / Multiple
Unprovoked,Papua New Guinea,Central Province,Surfing,M,30,No,September,2011,Tiger Shark,Leg / Foot
Unprovoked,United States,Hawaii,Surfing,,,No,September,2011,Unknown,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Surfing,M,21,Yes,September,2011,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,19,No,September,2011,Spinner Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,19,No,August,2011,Great White Shark,Leg / Foot
Unconfirmed,Australia,Queensland,Swimming,M,48,Unknown,August,2011,Unknown,Unspecified / Multiple
Unprovoked,United States,Texas,Fishing,F,39,No,August,2011,Unknown,Leg / Foot
Unprovoked,Russian Federation,Primorsky Krai,Other,M,,No,August,2011,Unknown,Shoulder
Unprovoked,United States,North Carolina,Surfing,M,21,No,August,2011,Unknown,Leg / Foot
Unprovoked,United States,North Carolina,Unknown,M,10,No,August,2011,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Western Cape Province,Surfing,M,49,Yes,August,2011,Great White Shark,Unspecified / Multiple
Unprovoked,Russian Federation,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Swimming,M,16,No,August,2011,Unknown,Leg / Foot
Unprovoked,United States,North Carolina,Swimming,F,,No,August,2011,Tiger Shark,Leg / Foot
Unconfirmed,United States,North Carolina,Unknown,M,12,Unknown,August,2011,Unknown,Hand / Fingers
Unprovoked,Russian Federation,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Swimming,M,25,No,August,2011,Great White Shark,Hand / Fingers
Unprovoked,French Polynesia,Society Islands,Surfing,M,32,No,August,2011,Grey Reef Shark,Unspecified / Multiple
Unprovoked,United States,Puerto Rico,Swimming,M,27,No,August,2011,Unknown,Leg / Foot
Unprovoked,Seychelles,Praslin,Swimming,M,30,Yes,August,2011,Bull Shark,Unspecified / Multiple
Unconfirmed,United States,South Carolina,Surfing,M,7,No,August,2011,Unknown,Leg / Foot
Unprovoked,United States,North Carolina,Swimming,M,54,No,August,2011,Unknown,Leg / Foot
Unprovoked,Seychelles,Praslin,Diving,M,36,Yes,August,2011,Unknown,Unspecified / Multiple
Unconfirmed,Brazil,Pernambuco,Swimming,M,14,Unknown,July,2011,Unknown,Unspecified / Multiple
Sea Disaster,Philippines,,Other,M,43,No,July,2011,Unknown,Unspecified / Multiple
Unprovoked,United States,New Jersey,Fishing,M,,No,July,2011,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,29,No,July,2011,Great White Shark,Leg / Foot
Unprovoked,United States,North Carolina,Surfing,F,6,No,July,2011,Unknown,Leg / Foot
Watercraft,Réunion,Saint-Gilles,Boating,M,,No,July,2011,Unknown,Unspecified / Multiple
Unprovoked,United States,Texas,Surfing,M,,No,July,2011,Unknown,Leg / Foot
Unprovoked,Bahamas,Grand Bahama Island,Diving,M,54,No,July,2011,Unknown,Arm
Unprovoked,United States,Texas,Swimming,M,12,No,July,2011,Unknown,Leg / Foot
Unprovoked,United States,Texas,Fishing,M,14,No,July,2011,Unknown,Leg / Foot
Unprovoked,Réunion,Saint-Gilles,Surfing,M,16,No,July,2011,Unknown,Unspecified / Multiple
Unprovoked,Colombia,Sucre,Boating,M,17,No,July,2011,Unknown,Arm
Unprovoked,Turks and Caicos Islands,Middle Caicos,Diving,M,28,No,June,2011,Unknown,Shoulder
Unprovoked,Brazil,Pernambuco,Surfing,M,21,No,June,2011,Unknown,Leg / Foot
Unprovoked,South Africa,KwaZulu-Natal,Diving,M,22,No,June,2011,Bull Shark,Leg / Foot
Unprovoked,United States,North Carolina,Surfing,F,10,No,June,2011,Bull Shark,Unspecified / Multiple
Unprovoked,United States,California,Surfing,M,,No,June,2011,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Diving,M,20,No,June,2011,Unknown,Leg / Foot
Unprovoked,Turks and Caicos Islands,Caicos Bank,Fishing,M,35,No,June,2011,Great White Shark,Leg / Foot
Unprovoked,Costa Rica,Guanacaste,Surfing,M,15,Yes,June,2011,Unknown,Unspecified / Multiple
Unprovoked,Réunion,Saint-Gilles-les-Bains,Surfing,M,31,Yes,June,2011,Unknown,Unspecified / Multiple
Watercraft,United Kingdom,Cornwall,Fishing,,,No,June,2011,Oceanic Whitetip Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Diving,M,28,No,June,2011,Blacktip Shark,Leg / Foot
Unprovoked,Colombia,San Andrés archipelago,Fishing,M,24,No,June,2011,Unknown,Arm
Unprovoked,United States,California,Fishing,M,28,No,June,2011,Sevengill Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Swimming,M,19,No,June,2011,Oceanic Whitetip Shark,Leg / Foot
Unprovoked,Malaysia,Kedah,Diving,F,,No,June,2011,Blacktip Reef Shark,Leg / Foot
Unprovoked,United States,Texas,Other,F,22,No,May,2011,Unknown,Leg / Foot
Unprovoked,South Africa,Western Cape Province,Surfing,M,33,No,May,2011,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Hawaii,Surfing,F,,No,May,2011,Tiger Shark,Unspecified / Multiple
Unprovoked,United States,Hawaii,Swimming,F,,No,May,2011,Tiger Shark,Unspecified / Multiple
Unprovoked,South Africa,KwaZulu-Natal,Fishing,M,28,Yes,May,2011,Caribbean Reef Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,86,No,May,2011,Unknown,Leg / Foot
Unprovoked,New Caledonia,North Province,Surfing,M,15,Yes,May,2011,Tiger Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,37,No,May,2011,Unknown,Leg / Foot
Provoked,United States,Florida,Fishing,M,,No,May,2011,Sandbar Shark,Arm
Unconfirmed,United Arab Emirates,Umm al Qaywayan Province,Fishing,M,43,Unknown,May,2011,Unknown,Unspecified / Multiple
Unprovoked,South Africa,KwaZulu-Natal,Fishing,M,37,No,May,2011,Unknown,Leg / Foot
Unprovoked,United States,Florida,Fishing,M,32,No,April,2011,Bull Shark,Leg / Foot
Unprovoked,Australia,Western Australia,Fishing,M,17,No,April,2011,Reef Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,49,No,April,2011,Oceanic Whitetip Shark,Unspecified / Multiple
Unprovoked,New Zealand,South Island,Surfing,M,41,No,April,2011,Bronze Whaler Shark,Hand / Fingers
Unprovoked,Indonesia,Bali,Surfing,M,,No,April,2011,Bull Shark,Arm
Unprovoked,Fiji,Vitu Levu,Diving,M,27,No,April,2011,Unknown,Leg / Foot
Provoked,United States,Texas,Other,M,,No,March,2011,Blacktip Shark,Shoulder
Unprovoked,Mexico,Quintana Roo,Swimming,F,,No,March,2011,Bull Shark,Leg / Foot
Unprovoked,Australia,New South Wales,Surfing,M,48,No,March,2011,Bull Shark,Arm
Unprovoked,Mexico,Quintana Roo,Swimming,M,46,No,March,2011,Unknown,Leg / Foot
Unprovoked,Fiji,,Diving,M,30,No,March,2011,Unknown,Arm
Unprovoked,Australia,New South Wales,Swimming,F,24,No,March,2011,Bull Shark,Arm
Unconfirmed,Egypt,South Sinai Peninsula,Unknown,F,,Unknown,March,2011,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Surfing,M,,No,March,2011,Unknown,Unspecified / Multiple
Provoked,Australia,Queensland,Fishing,M,36,No,February,2011,Bull Shark,Hand / Fingers
Unprovoked,New Caledonia,Loyalty Islands,Fishing,M,21,No,February,2011,Great White Shark,Arm
Unprovoked,Réunion,Saint Gilles,Surfing,M,32,No,February,2011,Unknown,Leg / Foot
Unprovoked,Australia,South Australia,Diving,M,49,Yes,February,2011,Great White Shark,Unspecified / Multiple
Provoked,Australia,Queensland,Fishing,M,,No,February,2011,Great White Shark,Leg / Foot
Unprovoked,Australia,Western Australia,Diving,M,58,No,February,2011,Unknown,Arm
Provoked,Mexico,Colima,Fishing,M,,No,February,2011,Unknown,Leg / Foot
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,37,No,February,2011,Unknown,Leg / Foot
Unprovoked,Mexico,Quintana Roo,Swimming,F,38,No,January,2011,Great White Shark,Leg / Foot
Provoked,Mexico,Colima,Fishing,M,25,No,January,2011,Unknown,Unspecified / Multiple
Unprovoked,Bahamas,West End,Diving,M,55,No,January,2011,Caribbean Reef Shark,Arm
Unconfirmed,Australia,New South Wales,Swimming,F,7,Unknown,January,2011,Unknown,Leg / Foot
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,16,Yes,January,2011,Unknown,Unspecified / Multiple
Unprovoked,Mexico,Quintana Roo,Other,M,37,No,January,2011,Unknown,Leg / Foot
Watercraft,Australia,Western Australia,Fishing,,,No,January,2011,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Hawaii,Surfing,M,16,No,December,2010,Great White Shark,Leg / Foot
Unprovoked,Fiji,Vitu Levu,Surfing,M,,No,December,2010,Unknown,Leg / Foot
Unprovoked,United States,Hawaii,Surfing,M,46,No,December,2010,Unknown,Leg / Foot
Unprovoked,Egypt,South Sinai Peninsula,Diving,F,70,Yes,December,2010,Oceanic Whitetip Shark,Unspecified / Multiple
Unprovoked,Indonesia,Bali,Surfing,M,,No,December,2010,Unknown,Hand / Fingers
Unprovoked,Egypt,South Sinai Peninsula,Diving,M,54,No,December,2010,Mako Shark,Arm
Unprovoked,Egypt,South Sinai Peninsula,Diving,M,46,No,December,2010,Mako Shark,Leg / Foot
Unprovoked,Egypt,South Sinai Peninsula,Diving,F,70,No,November,2010,Oceanic Whitetip Shark,Leg / Foot
Unprovoked,Egypt,South Sinai Peninsula,Diving,F,48,No,November,2010,Oceanic Whitetip Shark,Leg / Foot
Unprovoked,Samoa,,Fishing,M,47,No,November,2010,Unknown,Unspecified / Multiple
Unconfirmed,Australia,Western Australia,Swimming,M,,Unknown,November,2010,Unknown,Unspecified / Multiple
Provoked,United States,Palmyra Atoll,Diving,M,33,No,November,2010,Unknown,Head / Neck
Unprovoked,Dominican Republic,,Diving,M,21,Yes,November,2010,Unknown,Unspecified / Multiple
Unprovoked,Indonesia,Bali,Surfing,M,,No,November,2010,Unknown,Hand / Fingers
Watercraft,Australia,Western Australia,Fishing,M,,No,November,2010,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Diving,F,20,No,October,2010,Great White Shark,Body / Abdomen
Unprovoked,Australia,Western Australia,Fishing,M,,No,October,2010,Unknown,Leg / Foot
Unprovoked,United States,Oregon,Surfing,M,,No,October,2010,Unknown,Unspecified / Multiple
Provoked,Singapore,,Fishing,M,,No,October,2010,Unknown,Unspecified / Multiple
Unprovoked,United States,Maine,Diving,M,30,No,October,2010,Porbeagle Shark,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Surfing,M,14,No,October,2010,Unknown,Leg / Foot
Unprovoked,United States,California,Surfing,M,19,Yes,October,2010,Great White Shark,Unspecified / Multiple
Unprovoked,Egypt,South Sinai Peninsula,Diving,F,,No,October,2010,Unknown,Leg / Foot
Unprovoked,Australia,New South Wales,Surfing,M,22,No,October,2010,Bull Shark,Leg / Foot
Unprovoked,Bahamas,Exuma Islands,Diving,M,,No,October,2010,Lemon Shark,Leg / Foot
Unprovoked,Bahamas,Abaco Islands,Surfing,F,,No,October,2010,Lemon Shark,Unspecified / Multiple
Unprovoked,South Africa,Western Cape Province,Surfing,M,,No,October,2010,Unknown,Leg / Foot
Unprovoked,United States,Oregon,Surfing,M,29,No,September,2010,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Virginia,Surfing,M,18,No,September,2010,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Western Cape Province,Swimming,M,29,Yes,September,2010,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Surfing,M,15,No,September,2010,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Swimming,M,27,No,September,2010,Great White Shark,Arm
Unprovoked,Tonga,Ha'api,Swimming,M,24,No,September,2010,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,,No,September,2010,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,24,No,September,2010,Unknown,Hand / Fingers
Unprovoked,United States,Florida,Surfing,M,24,No,September,2010,Unknown,Leg / Foot
Unprovoked,Solomon Islands,Western Province,Unknown,M,34,No,September,2010,Unknown,Head / Neck
Unconfirmed,Bahamas,Exuma Islands,Swimming,M,43,Unknown,August,2010,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,10,No,August,2010,Unknown,Leg / Foot
Unprovoked,Australia,Western Australia,Surfing,M,31,Yes,August,2010,Great White Shark,Unspecified / Multiple
Watercraft,United States,California,Fishing,M,45,No,August,2010,Great White Shark,Unspecified / Multiple
Provoked,Australia,Queensland,Fishing,F,,No,August,2010,Unknown,Leg / Foot
Unprovoked,"Korea, Republic of",Jeju Province,Swimming,F,16,No,August,2010,Unknown,Leg / Foot
Unprovoked,Australia,New South Wales,Surfing,M,47,No,August,2010,Unknown,Leg / Foot
Unprovoked,United States,North Carolina,Surfing,M,25,No,August,2010,Unknown,Leg / Foot
Unprovoked,Malta,,Surfing,M,35,No,August,2010,Great White Shark,Unspecified / Multiple
Unconfirmed,United States,Florida,Swimming,F,,Unknown,August,2010,Unknown,Leg / Foot
Watercraft,United States,California,Boating,M,,No,August,2010,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Other,F,37,No,August,2010,Oceanic Whitetip Shark,Arm
Unprovoked,United States,South Carolina,Other,M,16,No,July,2010,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,20,No,July,2010,Unknown,Leg / Foot
Unprovoked,United States,South Carolina,Swimming,M,10,No,July,2010,Blacktip Shark,Leg / Foot
Unprovoked,United States,North Carolina,Swimming,F,13,No,July,2010,Tiger Shark,Arm
