Type,Country,State,Activity,Sex,Age,Fatal Y/N,Month,Year,Species,Body Part
Unprovoked,United States,Hawaii,Surfing,M,,No,April,1991,Great White Shark,Leg / Foot
Unprovoked,Australia,New South Wales,Diving,M,18,No,March,1991,Nurse Shark,Leg / Foot
Unprovoked,United States,Oregon,Surfing,M,38,No,February,1991,Great White Shark,Leg / Foot
Unprovoked,South Africa,Western Cape Province,Fishing,M,20,No,February,1991,Great White Shark,Leg / Foot
Unprovoked,Australia,Queensland,Swimming,M,35,No,January,1991,Unknown,Leg / Foot
Unprovoked,Australia,Western Australia,Surfing,M,,No,January,1991,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Queensland,Surfing,M,22,No,January,1991,Great White Shark,Unspecified / Multiple
Unconfirmed,South Africa,Eastern Cape Province,Unknown,M,,Unknown,December,1990,Unknown,Unspecified / Multiple
Unprovoked,Australia,Queensland,Swimming,M,26,No,November,1990,Great White Shark,Leg / Foot
Unprovoked,United States,California,Surfing,F,,No,November,1990,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,24,No,November,1990,Great White Shark,Arm
Unprovoked,United States,Florida,Surfing,M,50,No,October,1990,Bull Shark,Arm
Unprovoked,United States,Florida,Surfing,M,18,No,October,1990,Unknown,Leg / Foot
Unprovoked,Australia,Queensland,Swimming,M,26,No,October,1990,Unknown,Unspecified / Multiple
Unprovoked,Australia,South Australia,Surfing,M,,No,October,1990,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,25,No,October,1990,Spinner Shark,Arm
Unprovoked,United States,Hawaii,Surfing,M,43,No,October,1990,Tiger Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,19,No,October,1990,Great White Shark,Leg / Foot
Unprovoked,South Africa,Western Cape Province,Fishing,M,26,No,September,1990,Great White Shark,Hand / Fingers
Unprovoked,United States,California,Swimming,M,49,No,September,1990,Great White Shark,Head / Neck
Watercraft,United States,California,Boating,M,44,No,September,1990,Great White Shark,Unspecified / Multiple
Unconfirmed,United States,Florida,Diving,M,30,Unknown,August,1990,Great White Shark,Leg / Foot
Unprovoked,United States,California,Surfing,M,22,No,August,1990,Great White Shark,Leg / Foot
Unprovoked,United States,Texas,Surfing,M,,No,August,1990,Unknown,Leg / Foot
Unprovoked,United States,Texas,Fishing,M,18,No,August,1990,Unknown,Unspecified / Multiple
Provoked,Bahamas,,Fishing,M,51,No,August,1990,Unknown,Leg / Foot
Unprovoked,United States,Texas,Swimming,F,53,No,July,1990,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,17,No,July,1990,Unknown,Leg / Foot
Unprovoked,South Africa,Western Cape Province,Surfing,F,21,Yes,June,1990,Great White Shark,Leg / Foot
Unprovoked,Bahamas,,Fishing,M,38,No,June,1990,Great White Shark,Arm
Provoked,South Africa,KwaZulu-Natal,Fishing,,,No,May,1990,Tiger Shark,Unspecified / Multiple
Unprovoked,Australia,Queensland,Diving,F,,No,May,1990,Unknown,Unspecified / Multiple
Unprovoked,Australia,Queensland,Diving,M,,No,May,1990,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,22,No,May,1990,Great White Shark,Leg / Foot
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,23,No,April,1990,Great White Shark,Leg / Foot
Unprovoked,Australia,Queensland,Surfing,M,31,No,April,1990,Tiger Shark,Unspecified / Multiple
Unprovoked,Australia,Queensland,Diving,M,37,Yes,April,1990,Unknown,Unspecified / Multiple
Unprovoked,Australia,Queensland,Surfing,M,,No,April,1990,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Queensland,Surfing,M,29,No,April,1990,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Hawaii,Surfing,M,,No,April,1990,Unknown,Leg / Foot
Unprovoked,Fiji,Laucala Island,Swimming,M,30,No,March,1990,Unknown,Leg / Foot
Unprovoked,Réunion,Sainte-Marie,Surfing,M,,No,March,1990,Bull Shark,Unspecified / Multiple
Unprovoked,United States,Hawaii,Diving,M,,Yes,February,1990,Unknown,Arm
Unprovoked,United States,Florida,Boating,M,33,No,February,1990,Unknown,Leg / Foot
Unprovoked,United States,California,Surfing,M,,No,January,1990,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,17,Unknown,,1990,Unknown,Unspecified / Multiple
Provoked,United States,Hawaii,Fishing,M,,No,December,1989,Unknown,Leg / Foot
Unprovoked,Australia,Northern Territory,Unknown,M,17,Unknown,December,1989,Tiger Shark,Unspecified / Multiple
Unconfirmed,Australia,Queensland,Swimming,M,27,Unknown,December,1989,Unknown,Unspecified / Multiple
Unprovoked,Australia,Victoria,Surfing,M,32,No,November,1989,Great White Shark,Leg / Foot
Unprovoked,South Africa,Western Cape Province,Diving,M,29,Yes,November,1989,Great White Shark,Unspecified / Multiple
Unconfirmed,United States,Hawaii,Swimming,M,,Unknown,November,1989,Unknown,Body / Abdomen
Unprovoked,Australia,Queensland,Swimming,M,10,No,November,1989,Bronze Whaler Shark,Unspecified / Multiple
Unprovoked,Australia,Northern Territory,Swimming,F,31,No,October,1989,Unknown,Leg / Foot
Unprovoked,Australia,Tasmania,Surfing,M,17,No,October,1989,Great White Shark,Unspecified / Multiple
Unconfirmed,United States,Hawaii,Diving,M,,Unknown,October,1989,Unknown,Arm
Unprovoked,United States,Texas,Surfing,M,12,No,October,1989,Great White Shark,Leg / Foot
Unconfirmed,United States,North Carolina,Diving,M,49,Unknown,October,1989,Unknown,Unspecified / Multiple
Unprovoked,Australia,Victoria,Surfing,M,,Unknown,October,1989,Great White Shark,Unspecified / Multiple
Unprovoked,South Africa,Western Cape Province,Diving,M,29,No,September,1989,Great White Shark,Unspecified / Multiple
Provoked,United States,Florida,Fishing,M,51,No,September,1989,Bronze Whaler Shark,Unspecified / Multiple
Watercraft,United States,California,Other,,,No,September,1989,Great White Shark,Unspecified / Multiple
Unprovoked,United States,California,Diving,M,38,No,September,1989,Great White Shark,Leg / Foot
Unprovoked,United States,North Carolina,Surfing,M,31,No,September,1989,Sandbar Shark,Unspecified / Multiple
Provoked,United States,California,Fishing,M,46,No,September,1989,Blue Shark,Arm
Provoked,Australia,Queensland,Diving,M,30,No,August,1989,Nurse Shark,Leg / Foot
Unprovoked,United States,Florida,Swimming,M,21,No,August,1989,Bull Shark,Hand / Fingers
Unprovoked,South Africa,Western Cape Province,Surfing,M,21,No,August,1989,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Surfing,M,17,No,August,1989,Bronze Whaler Shark,Unspecified / Multiple
Unprovoked,Bahamas,Great Exuma Island,Fishing,F,31,No,August,1989,Unknown,Arm
Provoked,Australia,Queensland,Fishing,M,41,No,August,1989,Great White Shark,Arm
Unconfirmed,Bermuda,,Diving,M,35,Unknown,July,1969,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,34,No,July,1989,Great White Shark,Body / Abdomen
Unprovoked,Réunion,Sainte-Suzanne,Surfing,M,,Yes,July,1989,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,16,No,July,1989,Unknown,Leg / Foot
Unprovoked,United States,Texas,Swimming,F,9,No,July,1989,Great White Shark,Leg / Foot
Unprovoked,United States,Hawaii,Surfing,M,,No,June,1989,Unknown,Leg / Foot
Unprovoked,United States,Louisiana,Fishing,M,45,No,June,1989,Tiger Shark,Leg / Foot
Unprovoked,Italy,Tuscany,Surfing,M,,No,June,1989,Great White Shark,Leg / Foot
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,16,No,June,1989,Great White Shark,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Diving,M,28,No,June,1989,Great White Shark,Arm
Unconfirmed,Japan,Sea of Japan,Unknown,M,,Unknown,June,1989,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Swimming,M,19,No,April,1989,Bull Shark,Leg / Foot
Unprovoked,United States,Washington,Surfing,M,,No,April,1989,Great White Shark,Arm
Watercraft,United States,California,Unknown,,,No,April,1989,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Hawaii,Surfing,M,,No,April,1989,Unknown,Leg / Foot
Unprovoked,United States,Hawaii,Surfing,M,,No,April,1989,Unknown,Leg / Foot
Unprovoked,Australia,South Australia,Surfing,M,27,Yes,March,1989,Great White Shark,Leg / Foot
Watercraft,Australia,Western Australia,Boating,M,,No,March,1989,Tiger Shark,Unspecified / Multiple
Provoked,South Africa,Western Cape Province,Fishing,M,,No,February,1989,Tiger Shark,Leg / Foot
Unprovoked,South Africa,KwaZulu-Natal,Surfing,M,26,No,February,1989,Unknown,Leg / Foot
Unprovoked,Italy,Tyrrhenian Sea,Swimming,M,47,Yes,February,1989,Great White Shark,Body / Abdomen
Unconfirmed,United States,California,Boating,M,24,Unknown,January,1989,Unknown,Unspecified / Multiple
Unprovoked,United States,California,Boating,F,24,Yes,January,1989,Great White Shark,Leg / Foot
Unprovoked,United States,Hawaii,Surfing,M,10,No,January,1989,Hammerhead Shark,Leg / Foot
Unprovoked,South Africa,KwaZulu-Natal,Boating,M,19,No,January,1989,Unknown,Leg / Foot
Unprovoked,United States,Hawaii,Swimming,M,,Yes,January,1989,Unknown,Body / Abdomen
Unprovoked,Australia,New South Wales,Surfing,M,17,No,January,1989,Tiger Shark,Body / Abdomen
Unprovoked,Papua New Guinea,New Ireland,Diving,F,,No,,1989,Silvertip Shark,Leg / Foot
Unprovoked,United States,Virginia,Diving,M,,No,,1989,Unknown,Unspecified / Multiple
Unprovoked,Chile,Valpariso Province,Diving,M,,Yes,December,1988,Great White Shark,Unspecified / Multiple
Sea Disaster,Australia,Queensland,Other,M,17,Yes,November,1988,Unknown,Unspecified / Multiple
Sea Disaster,Australia,Queensland,Other,M,62,Yes,November,1988,Unknown,Unspecified / Multiple
Sea Disaster,Philippines,Viscayan Sea,Other,,,Yes,October,1988,Unknown,Unspecified / Multiple
Unprovoked,United States,Oregon,Surfing,M,21,No,October,1988,Great White Shark,Leg / Foot
Unprovoked,Australia,Victoria,Surfing,M,38,No,October,1988,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,15,No,October,1988,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,30,No,October,1988,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,23,No,October,1988,Great White Shark,Hand / Fingers
Unprovoked,Australia,South Australia,Surfing,M,15,No,October,1988,Unknown,Leg / Foot
Unprovoked,United States,Florida,Swimming,F,23,No,October,1988,Bull Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,21,No,September,1988,Great White Shark,Leg / Foot
Unprovoked,Papua New Guinea,New Ireland,Diving,M,27,Yes,September,1988,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Other,F,,No,September,1988,Bull Shark,Arm
Unprovoked,United States,Florida,Diving,M,38,Yes,September,1988,Bull Shark,Leg / Foot
Provoked,United States,Louisiana,Diving,M,,No,August,1988,Tiger Shark,Arm
Unprovoked,Italy,Manfredonia,Unknown,M,16,No,August,1988,Unknown,Unspecified / Multiple
Unprovoked,Japan,Tokyo Prefecture,Unknown,M,,No,August,1988,Unknown,Unspecified / Multiple
Unprovoked,United States,California,Surfing,M,27,No,August,1988,Great White Shark,Leg / Foot
Unprovoked,Bahamas,,Diving,M,,No,July,1988,Tiger Shark,Hand / Fingers
Unprovoked,Bahamas,,Diving,M,28,No,July,1988,Caribbean Reef Shark,Unspecified / Multiple
Unprovoked,Bahamas,,Diving,M,35,No,July,1988,Caribbean Reef Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Swimming,F,15,No,July,1988,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,37,No,July,1988,Unknown,Leg / Foot
Unprovoked,Bahamas,,Diving,M,,No,July,1988,Bull Shark,Leg / Foot
Unprovoked,Bahamas,,Fishing,M,,No,July,1988,Unknown,Arm
Unprovoked,South Africa,Western Cape Province,Fishing,M,36,No,June,1988,Great White Shark,Arm
Unprovoked,United States,North Carolina,Diving,M,42,No,June,1988,Tiger Shark,Unspecified / Multiple
Unprovoked,United States,South Carolina,Other,M,37,No,June,1988,Sandbar Shark,Leg / Foot
Unprovoked,United States,Florida,Swimming,M,12,No,June,1988,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,25,No,June,1988,Great White Shark,Leg / Foot
Unprovoked,"Korea, Republic of",,Diving,F,38,Yes,May,1988,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,31,No,May,1988,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,29,No,May,1988,Unknown,Leg / Foot
Unprovoked,Réunion,Saint-Louis,Other,M,,Yes,April,1988,Unknown,Unspecified / Multiple
Unprovoked,United States,California,Surfing,M,,No,April,1988,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Swimming,M,24,No,April,1988,Unknown,Leg / Foot
Unconfirmed,United States,Hawaii,Other,M,,Unknown,April,1988,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,14,No,April,1988,Unknown,Hand / Fingers
Unprovoked,United States,Florida,Surfing,M,,No,April,1988,Unknown,Leg / Foot
Unconfirmed,South Africa,KwaZulu-Natal,Unknown,F,,Unknown,April,1988,Unknown,Arm
Unprovoked,United States,Florida,Other,F,30,No,March,1988,Unknown,Leg / Foot
Unprovoked,United States,Hawaii,Surfing,M,,No,March,1988,Unknown,Unspecified / Multiple
Unprovoked,South Africa,KwaZulu-Natal,Surfing,M,17,No,March,1988,Great White Shark,Leg / Foot
Unprovoked,Réunion,Saint-Pierre,Surfing,M,,No,March,1988,Unknown,Hand / Fingers
Watercraft,South Africa,KwaZulu-Natal,Unknown,,,No,February,1988,Tiger Shark,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,20,No,February,1988,Tiger Shark,Unspecified / Multiple
Unprovoked,South Africa,KwaZulu-Natal,Surfing,F,15,No,February,1988,Great White Shark,Leg / Foot
Watercraft,Australia,Western Australia,Fishing,,,No,February,1988,Mako Shark,Unspecified / Multiple
Unprovoked,Fiji,Vanua Levu,Diving,M,22,No,February,1988,Tiger Shark,Arm
Unconfirmed,South Africa,KwaZulu-Natal,Surfing,M,22,Unknown,January,1988,Unknown,Leg / Foot
Unconfirmed,Australia,Torres Strait,Fishing,M,,Unknown,January,1988,Unknown,Unspecified / Multiple
Provoked,United States,Louisiana,Fishing,M,,No,January,1988,Mako Shark,Hand / Fingers
Provoked,South Africa,Western Cape Province,Other,M,33,No,January,1988,Tiger Shark,Leg / Foot
Provoked,South Africa,Western Cape Province,Surfing,,,No,January,1988,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Surfing,M,12,No,,1988,Wobbegong Shark,Hand / Fingers
Sea Disaster,Philippines,Mindoro,Other,,,Yes,December,1987,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,16,No,December,1987,Blacktip Shark,Leg / Foot
Unconfirmed,Australia,New South Wales,Unknown,F,,Unknown,December,1987,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,15,No,November,1987,Unknown,Leg / Foot
Unconfirmed,South Africa,KwaZulu-Natal,Unknown,M,,Unknown,November,1987,Unknown,Unspecified / Multiple
Unprovoked,United States,California,Surfing,M,20,No,October,1987,Tiger Shark,Leg / Foot
Unconfirmed,South Africa,KwaZulu-Natal,Surfing,M,14,Unknown,October,1987,Unknown,Arm
Unprovoked,South Africa,Western Cape Province,Fishing,M,21,No,October,1987,Great White Shark,Leg / Foot
Sea Disaster,Dominican Republic,Between DR and Puerto Rico,Other,,,Yes,October,1987,Unknown,Unspecified / Multiple
Unprovoked,Australia,South Australia,Diving,M,47,Yes,September,1987,Great White Shark,Unspecified / Multiple
Unprovoked,South Africa,Western Cape Province,Surfing,M,24,No,September,1987,Great White Shark,Body / Abdomen
Unprovoked,United States,Florida,Swimming,M,12,No,August,1987,Great White Shark,Leg / Foot
Unprovoked,United States,California,Surfing,M,40,No,August,1987,Great White Shark,Hand / Fingers
Unprovoked,United States,Florida,Surfing,M,27,No,July,1987,Oceanic Whitetip Shark,Leg / Foot
Unprovoked,United States,Texas,Surfing,F,32,No,July,1987,Great White Shark,Leg / Foot
Unprovoked,United States,Texas,Swimming,F,16,No,July,1987,Great White Shark,Leg / Foot
Watercraft,United States,South Carolina,Other,,,No,July,1987,Great White Shark,Unspecified / Multiple
Unprovoked,Bahamas,Exuma Islands,Diving,M,35,No,July,1987,Unknown,Leg / Foot
Unprovoked,Bahamas,,Fishing,M,,No,July,1987,Bull Shark,Body / Abdomen
Provoked,United States,Florida,Fishing,M,,No,June,1987,Blacktip Shark,Hand / Fingers
Unprovoked,United States,South Carolina,Unknown,M,12,No,May,1987,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,,No,May,1987,Unknown,Hand / Fingers
Provoked,Australia,New South Wales,Fishing,M,34,No,May,1987,Unknown,Hand / Fingers
Unconfirmed,South Africa,KwaZulu-Natal,Fishing,M,,Unknown,April,1987,Unknown,Body / Abdomen
Unprovoked,United States,Texas,Swimming,F,16,No,April,1987,Unknown,Arm
Unprovoked,United States,Hawaii,Swimming,M,,Yes,April,1987,Unknown,Unspecified / Multiple
Unprovoked,Vanuatu,Malampa Province,Swimming,M,8,Yes,April,1987,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Surfing,M,18,No,March,1987,Bronze Whaler Shark,Leg / Foot
Provoked,South Africa,Western Cape Province,Unknown,,,No,March,1987,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,,No,February,1987,Spinner Shark,Leg / Foot
Sea Disaster,Solomon Islands,Between Honiara & Isabel Island,Other,,,Yes,February,1987,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Fishing,M,30,No,January,1987,Great White Shark,Hand / Fingers
Unprovoked,Australia,Queensland,Swimming,M,37,No,January,1987,Unknown,Leg / Foot
Unconfirmed,Montenegro,Adriatic Sea,Other,M,,Unknown,,1987,Unknown,Unspecified / Multiple
Watercraft,Italy,Tyrrhenian Sea,Boating,M,,No,,1987,Great White Shark,Unspecified / Multiple
Unprovoked,South Africa,Western Cape Province,Fishing,M,,No,December,1986,Great White Shark,Leg / Foot
Unprovoked,South Africa,Western Cape Province,Surfing,M,21,Yes,December,1986,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,40,No,December,1986,Blacktip Shark,Arm
Unprovoked,Bahamas,Florida Straits,Swimming,M,37,No,December,1986,Unknown,Unspecified / Multiple
Unprovoked,United States,California,Diving,M,27,No,December,1986,Great White Shark,Arm
Unconfirmed,South Africa,Western Cape Province,Fishing,M,22,Unknown,December,1986,Unknown,Unspecified / Multiple
Unprovoked,New Caledonia,,Fishing,,,No,December,1986,Tiger Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,17,No,November,1986,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,26,No,November,1986,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,23,No,November,1986,Unknown,Unspecified / Multiple
Provoked,South Africa,KwaZulu-Natal,Fishing,M,,No,October,1986,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Swimming,F,6,No,October,1986,Lemon Shark,Leg / Foot
Unprovoked,South Africa,KwaZulu-Natal,Swimming,M,32,No,October,1986,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Unknown,,,Unknown,October,1986,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,28,No,October,1986,Bull Shark,Arm
Unconfirmed,United States,Florida,Unknown,,,Unknown,September,1986,Unknown,Hand / Fingers
Unprovoked,United States,Florida,Surfing,,,No,September,1986,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,,18,No,September,1986,Unknown,Hand / Fingers
Unprovoked,United States,North Carolina,Surfing,,16,No,August,1986,Unknown,Hand / Fingers
Unconfirmed,South Africa,Western Cape Province,Fishing,M,35,Unknown,August,1986,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Diving,F,,No,August,1986,Wobbegong Shark,Unspecified / Multiple
Unprovoked,France,Gulf of Lyons,Unknown,,,No,August,1986,Unknown,Unspecified / Multiple
Watercraft,Australia,Western Australia,Fishing,,,No,July,1986,Great White Shark,Unspecified / Multiple
Unprovoked,United States,South Carolina,Unknown,M,8,No,July,1986,Bull Shark,Leg / Foot
Unprovoked,South Africa,KwaZulu-Natal,Fishing,M,26,No,July,1986,Dusky Shark,Hand / Fingers
Unprovoked,Australia,New South Wales,Diving,M,,No,May,1986,Wobbegong Shark,Unspecified / Multiple
Unprovoked,"Korea, Republic of",,Diving,M,,Yes,May,1986,Unknown,Unspecified / Multiple
Unprovoked,United States,Hawaii,Fishing,M,,Yes,April,1986,Unknown,Unspecified / Multiple
Unprovoked,Spain,Catalonia,Diving,M,,No,April,1986,Great White Shark,Unspecified / Multiple
Unprovoked,Spain,Cádiz,Surfing,M,,No,March,1986,Great White Shark,Leg / Foot
Unprovoked,South Africa,KwaZulu-Natal,Swimming,M,26,No,March,1986,Great White Shark,Leg / Foot
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,23,No,March,1986,Tiger Shark,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,21,No,February,1986,Great White Shark,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,,No,February,1986,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Swimming,M,46,No,February,1986,Tiger Shark,Leg / Foot
Unprovoked,South Africa,Western Cape Province,Fishing,M,29,No,February,1986,Great White Shark,Arm
Unprovoked,Australia,Victoria,Surfing,M,29,No,February,1986,Bronze Whaler Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,22,No,January,1986,Blacktip Shark,Unspecified / Multiple
Unprovoked,United States,California,Surfing,M,16,No,,1986,Bull Shark,Leg / Foot
Unprovoked,South Africa,KwaZulu-Natal,Surfing,M,,No,December,1985,Unknown,Leg / Foot
Unprovoked,United States,North Carolina,Unknown,M,,No,December,1985,Tiger Shark,Unspecified / Multiple
Provoked,Australia,Queensland,Fishing,M,,No,November,1985,Great White Shark,Leg / Foot
Watercraft,United States,California,Boating,,,No,November,1985,Great White Shark,Unspecified / Multiple
Provoked,United States,California,Fishing,M,24,No,November,1985,Unknown,Arm
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,22,No,October,1985,Great White Shark,Leg / Foot
Unprovoked,United States,California,Diving,M,46,No,October,1985,Sevengill Shark,Leg / Foot
Unprovoked,United States,Hawaii,Surfing,M,33,No,October,1985,Tiger Shark,Arm
Unprovoked,United States,Hawaii,Swimming,M,24,No,October,1985,Great White Shark,Arm
Provoked,United States,Alabama,Fishing,M,,No,October,1985,Bull Shark,Leg / Foot
Unprovoked,United States,California,Diving,M,,No,September,1985,Great White Shark,Unspecified / Multiple
Unconfirmed,South Africa,KwaZulu-Natal,Swimming,M,21,Unknown,September,1985,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Diving,M,,No,September,1985,Silky Shark,Hand / Fingers
Unconfirmed,United States,Florida,Swimming,M,17,Unknown,September,1985,Unknown,Unspecified / Multiple
Unprovoked,United States,South Carolina,Swimming,M,87,No,August,1985,Unknown,Leg / Foot
Unconfirmed,United States,Florida,Swimming,M,11,Unknown,August,1985,Unknown,Leg / Foot
Unconfirmed,United States,Florida,Diving,M,67,Unknown,August,1985,Unknown,Body / Abdomen
Unprovoked,United States,Florida,Swimming,F,13,No,July,1985,Hammerhead Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,15,No,July,1985,Unknown,Hand / Fingers
Watercraft,United States,California,Fishing,,,No,July,1985,Great White Shark,Unspecified / Multiple
Unprovoked,United States,South Carolina,Swimming,F,10,No,July,1985,Tiger Shark,Leg / Foot
Unprovoked,Italy,Sicily,Diving,M,13,No,July,1985,Great White Shark,Leg / Foot
Unprovoked,United States,California,Surfing,M,,No,May,1985,Unknown,Leg / Foot
Provoked,South Africa,KwaZulu-Natal,Fishing,M,39,No,May,1985,Tiger Shark,Arm
Unprovoked,United States,Florida,Surfing,M,25,No,March,1985,Unknown,Hand / Fingers
Unprovoked,Australia,South Australia,Diving,F,33,Yes,March,1985,Great White Shark,Unspecified / Multiple
Unprovoked,United States,California,Surfing,M,29,No,February,1985,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,16,No,February,1985,Unknown,Leg / Foot
Unprovoked,South Africa,Western Cape Province,Swimming,M,15,No,January,1985,Tiger Shark,Leg / Foot
Unconfirmed,South Africa,KwaZulu-Natal,Unknown,M,,Unknown,January,1985,Unknown,Unspecified / Multiple
Unprovoked,South Africa,KwaZulu-Natal,Surfing,M,18,No,January,1985,Great White Shark,Leg / Foot
Watercraft,New Zealand,South Island,Swimming,,,No,January,1985,Great White Shark,Unspecified / Multiple
Unprovoked,South Africa,Western Cape Province,Fishing,M,34,No,January,1985,Great White Shark,Body / Abdomen
Unprovoked,New Caledonia,South Province,Fishing,,,No,January,1985,Tiger Shark,Leg / Foot
Provoked,South Africa,KwaZulu-Natal,Fishing,M,20,No,January,1985,Dusky Shark,Arm
Unprovoked,Vanuatu,Malampa Province,Unknown,M,,Yes,,1985,Unknown,Unspecified / Multiple
Unprovoked,"Iran, Islamic Republic of",,Fishing,M,,Yes,,1985,Bull Shark,Unspecified / Multiple
Watercraft,Italy,Tyrrhenian Sea,Boating,,,No,December,1984,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Queensland,Boating,M,16,Yes,November,1984,Tiger Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,13,No,November,1984,Bull Shark,Leg / Foot
Provoked,United States,Florida,Fishing,M,29,No,November,1984,Caribbean Reef Shark,Leg / Foot
Unconfirmed,United States,Florida,Swimming,M,22,Unknown,October,1984,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,F,23,No,October,1984,Bull Shark,Arm
Unconfirmed,United States,Florida,Swimming,F,77,Unknown,October,1984,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,15,No,October,1984,Blacktip Shark,Leg / Foot
Unprovoked,United States,Oregon,Surfing,M,25,No,September,1984,Great White Shark,Leg / Foot
Unprovoked,United States,California,Surfing,M,,No,September,1984,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,17,No,September,1984,Unknown,Leg / Foot
Unprovoked,United States,Florida,Swimming,M,,No,September,1984,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,16,No,September,1984,Hammerhead Shark,Leg / Foot
Unprovoked,United States,Florida,Swimming,,,Unknown,September,1984,Unknown,Unspecified / Multiple
Unprovoked,United States,California,Swimming,M,,No,September,1984,Blue Shark,Arm
Unprovoked,United States,California,Diving,M,28,Yes,September,1984,Great White Shark,Unspecified / Multiple
Provoked,Mexico,Baja California,Fishing,M,,No,September,1984,Great White Shark,Unspecified / Multiple
Unconfirmed,United States,Florida,Other,F,31,Unknown,August,1984,Unknown,Body / Abdomen
Unprovoked,Indonesia,,Other,M,,Yes,August,1984,Unknown,Unspecified / Multiple
Unprovoked,United States,Texas,Swimming,F,13,No,July,1984,Unknown,Leg / Foot
Unprovoked,United States,Texas,Swimming,F,18,No,July,1984,Bull Shark,Leg / Foot
Unconfirmed,South Africa,Western Cape Province,Fishing,M,21,Unknown,July,1984,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Fishing,M,30,No,July,1984,Unknown,Leg / Foot
Unprovoked,South Africa,KwaZulu-Natal,Fishing,M,,No,July,1984,Tiger Shark,Unspecified / Multiple
